"관리기관명","소재지도로명주소","소재지지번주소","설치목적구분","카메라대수","카메라화소수","촬영방면정보","보관일수","설치년월","관리기관전화번호","위도","경도","데이터기준일자","제공기관코드","제공기관명"
"부산광역시 수영구청","부산광역시 수영구 망미번영로16번길 81","부산광역시 수영구 광안동 1068-29","쓰레기단속","1","200","360도전방면","30","2016-06","051-610-4492","35.166840","129.111832","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 민락수변로 92","부산광역시 수영구 민락동113-32","재난재해","3","200","360도전방면","30","2016-10","051-610-4492","35.153291","129.127052","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영로427번길 15","부산광역시 수영구 남천동69-1","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.144504","129.108367","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로55번길 19","부산광역시 수영구 망미동 420-1","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.173243","129.109336","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영로618번길 38","부산광역시 수영구 광안동 120-257","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.160526","129.115964","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영성로3번길12","부산광역시 수영구 수영동 507-7","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.169339","129.119327","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 남천서로20번길 49","부산광역시 수영구 남천동 67-1","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.146129","129.107705","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 황령대로481번길 53","부산광역시 수영구 남천동205-4","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.140437","129.109130","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광서로36번길 27-44","부산광역시 수영구 광안동 1065-42","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.166306","129.110070","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로70번길 106-14","부산광역시 수영구 수영동 452-3","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.169656","129.114304","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 구락로43번가길 42","부산광역시 수영구 수영동 482-24","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.172293","129.116467","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안해변로 358번길 13","부산광역시 수영구 민락동 110-68","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.155297","129.132177","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안해변로 294번길 36","부산광역시 수영구 민락동113-27","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.154844","129.126413","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 연수로 312번길 2","부산광역시 수영구 망미동 801-3","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.171898","129.104699","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광일로 29-1","부산광역시 수영구 광안동 779","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.162455","129.110944","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 민락수변로25","부산광역시 수영구 민락동181-166","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.154326","129.124173","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 남천바다로22번길 17","부산광역시 수영구 남천동 32-8","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.148841","129.112114","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영로725번길 67","부산광역시 수영구 수영동 446-3","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.168102","129.115414","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안해변로 370번길 7","부산광역시 수영구 민락동 110-14","생활방범","4","200","360도전방면","30","2016-12","051-610-4492","35.155864","129.133605","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 장대골로 20-8","부산광역시 수영구 광안동 738-4","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.159415","129.111446","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 연수로336번길 13","부산광역시 수영구 광안동 1028-10","생활방범","4","200","360도전방면","30","2016-12","051-610-4492","35.171232","129.107099","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 구락로 5번길 18","부산광역시 수영구 수영동 507-15","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.169124","129.118618","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로63번길 45","부산광역시 수영구 망미동 415-6","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.174916","129.109671","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광서로11번길 27","부산광역시 수영구 광안동 701-19","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.163965","129.112213","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광일로67번길 14-18","부산광역시 수영구 광안동 520-30","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.162533","129.106030","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영로 642번길 90","부산광역시 수영구 광안동 107-2","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.162562","129.119067","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안로22번길 51","부산광역시 수영구 광안동 171-8","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.154071","129.114638","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광서로30번길 28","부산광역시 수영구 광안동 695-3","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.164788","129.112286","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 구락로123번길 20","부산광역시 수영구 망미동 475-1","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.176745","129.115313","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로110번길 65","부산광역시 수영구 망미동470-1","생활방범","1","200","360도전방면","30","2016-12","051-610-4492","35.175981","129.115624","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 호암로30","부산광역시 수영구 광안동 732","시설물관리","14","200","고정","30","2017-01","051-610-4492","35.157531","129.109419","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 민락수변로7번길 60","부산광역시 수영구 민락동 773","교통단속","4","210","고정","30","2017-04","051-610-4492","35.516089","129.426499","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 구락로 97","부산광역시 수영구 망미동 180-8","쓰레기단속","1","200","360도전방면","30","2017-06","051-610-4492","35.175903","129.117162","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영성로14","부산광역시 수영구 수영동 130","쓰레기단속","1","200","360도전방면","30","2017-06","051-610-4492","35.170040","129.118457","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광일로 21번길 11","부산광역시 수영구 광안동 495-21","쓰레기단속","2","200","고정","30","2017-06","051-610-4492","35.161757","129.111579","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 수영로522번길 43","부산광역시 수영구 광안동 176-19","쓰레기단속","3","200","고정","30","2017-06","051-610-4492","35.151800","129.114205","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미로8번길 65","부산광역시 수영구 망미동 819-3","쓰레기단속","3","200","고정","30","2017-06","051-610-4492","35.172461","129.102033","2019-12-20","3380000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로81번길 16-1","부산광역시 해운대구 재송동 1052-7","다목적","1","200","360도다방면","30","-","051-749-6051","35.190230","129.121600","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 신반송로 163","부산광역시 해운대구 반송동 878","다목적","1","200","360도다방면","30","-","051-749-6051","35.227798","129.162357","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로 5번길 130","부산광역시 해운대구 반송동 756-2","다목적","1","200","360도다방면","30","-","051-749-6051","35.228817","129.147620","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 송정해변로 62","부산광역시 해운대구 송정동 712-3","다목적","1","200","360도다방면","30","-","051-749-6051","35.179180","129.199400","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 좌동로 91번길 28","부산광역시 해운대구 좌동 1066-4","다목적","1","200","360도다방면","30","-","051-749-6051","35.173404","129.174270","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로 435","부산광역시 해운대구 우동 1525","다목적","1","200","360도다방면","30","-","051-749-6051","35.164947","129.142967","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 달맞이길117번다길 177","부산광역시 해운대구 중동 1517-1","다목적","3","200","360도다방면","30","-","051-749-6051","35.161571","129.182479","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 동백로 67","부산광역시 해운대구 우동 750-1","다목적","1","200","360도다방면","30","-","051-749-6051","35.155992","129.154043","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 동백로 67","부산광역시 해운대구 우동 750-1","다목적","1","200","360도다방면","30","-","051-749-6051","35.155992","129.154043","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 동백로 67","부산광역시 해운대구 우동 750-1","다목적","1","200","360도다방면","30","-","051-749-6051","35.155992","129.154043","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 좌동순환로15번길 24","부산광역시 해운대구 좌동 1358","다목적","1","200","360도다방면","30","-","051-749-6051","35.169629","129.164090","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로 799","부산광역시 해운대구 좌동 1467-1","다목적","1","200","360도다방면","30","-","051-749-6051","35.170028","129.176032","2020-01-17","3330000","-"
"부산광역시 수영구청","부산광역시 수영구 광안해변로358번길6","부산광역시 수영구 민락동 110-34","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.156022","129.131913","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광일로20번가길50","부산광역시 수영구 광안동 505-25","생활방범","4","200","360도전방면","30","2017-10","051-610-4492","35.163134","129.109335","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로82","부산광역시 수영구 망미동 396-34","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.174432","129.111143","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광일로79-8(금곡사 앞)","부산광역시 수영구 광안동 520-33","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.162263","129.105017","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안로49번길59","부산광역시 수영구 광안동 156-39","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.157414","129.119144","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광서로50번길45","부산광역시 수영구 광안동 951-7","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.166373","129.109699","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안로49번길7","부산광역시 수영구 광안동 153-40","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.155639","129.117818","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안로48번길 26","부산광역시 수영구 광안동 172-22","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.154282","129.116916","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 무학로74-11","부산광역시 수영구 민락동 552-8","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.160949","129.122013","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 연수로370번길 30","부산광역시 수영구 광안동 1036-6","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.169337","129.109327","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로24번길61","부산광역시 수영구 광안동 1062-23","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.167999","129.111196","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 연수로396번길 16","부산광역시 수영구 광안동 1062-30","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.168088","129.111989","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 호암로29번가길22-15","부산광역시 수영구 광안동 1237-7","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.156365","129.108839","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 민락로27번길33","부산광역시 수영구 민락동 174-12","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.156353","129.120776","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광서로16번길60-4","부산광역시 수영구 광안동 1073-6","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.166967","129.113312","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 장대골로19번길56","부산광역시 수영구 광안동 753-31","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.156650","129.110620","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 망미번영로7번길19","부산광역시 수영구 광안동 1302-13","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.168253","129.106484","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 호암로29번길 75","부산광역시 수영구 광안동 777-5","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.153364","129.110104","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 광안해변로255번길25","부산광역시 수영구 민락동 174-15","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.156245","129.121328","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 민락본동로 18-3","부산광역시 수영구 민락동 124-6","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.158456","129.128973","2019-12-20","3380000","-"
"부산광역시 수영구청","부산광역시 수영구 장대골로52번길 12","부산광역시 수영구 광안동 536-53","생활방범","1","200","360도전방면","30","2017-10","051-610-4492","35.160265","129.108137","2019-12-20","3380000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대해변로 394","부산광역시 해운대구 중동 1763","다목적","2","200","360도다방면","30","-","051-749-6051","35.165274","129.171178","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 중동 187-2","부산광역시 해운대구 중동 187-2","다목적","2","200","360도다방면","30","-","051-749-6051","35.171230","129.172500","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 중동 1487-15","부산광역시 해운대구 중동 1487-15","다목적","2","200","360도다방면","30","-","051-749-6051","35.158920","129.182000","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 달맞이길117번나길 81","부산광역시 해운대구 중동 1486-1","다목적","2","200","360도다방면","30","-","051-749-6051","35.160717","129.182228","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 송정동 227-9","부산광역시 해운대구 송정동 227-9","다목적","3","200","360도다방면","30","-","051-749-6051","35.182170","129.204100","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 송정동 297-21","부산광역시 해운대구 송정동 297-21","다목적","2","200","360도다방면","30","-","051-749-6051","35.180600","129.202500","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로207번다길 28","부산광역시 해운대구 반여동 735-20","다목적","2","200","360도다방면","30","-","051-749-6051","35.210797","129.122339","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로208번길 81-4","부산광역시 해운대구 반여동 230-2","다목적","2","200","360도다방면","30","-","051-749-6051","35.212545","129.129100","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로 214","부산광역시 해운대구 반여동 1291-531","다목적","3","200","360도다방면","30","-","051-749-6051","35.196190","129.131027","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로 254-3","부산광역시 해운대구 반여동 1608-2","다목적","3","200","360도다방면","30","-","051-749-6051","35.199978","129.131683","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로256번길 58","부산광역시 해운대구 반여동 1594-67","다목적","2","200","360도다방면","30","-","051-749-6051","35.199553","129.134487","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 삼어로 91","부산광역시 해운대구 반여동 1502-28","다목적","3","200","360도다방면","30","-","051-749-6051","35.205140","129.118400","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로5번길 60","부산광역시 해운대구 반송동 756-90","다목적","3","200","360도다방면","30","-","051-749-6051","35.226917","129.147666","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로30번길86","부산광역시 해운대구 반송동 744-277","다목적","2","200","360도다방면","30","-","051-749-6051","35.223210","129.146712","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 윗반송로35번길 118","부산광역시 해운대구 반송동 40-489","다목적","2","200","360도다방면","30","-","051-749-6051","35.232386","129.155696","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로63번길 11","부산광역시 해운대구 재송동 264-3","다목적","2","200","360도다방면","30","-","051-749-6051","35.184055","129.125599","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로 123번길 15","부산광역시 해운대구 재송동 1073-11","다목적","3","200","360도다방면","30","-","051-749-6051","35.186285","129.121793","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로11번길 76","부산광역시 해운대구 재송동 407-4","다목적","2","200","360도다방면","30","-","051-749-6051","35.182430","129.124152","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로 61번길 62-7","부산광역시 해운대구 재송동 1064-2","다목적","3","200","360도다방면","30","-","051-749-6051","35.1929989811","129.1253403454","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재송2로 184","부산광역시 해운대구 재송동 1160-8","다목적","2","200","360도다방면","30","-","051-749-6051","35.190507","129.132986","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 달맞이길65번길 59-8","부산광역시 해운대구 중동 1511-13","다목적","2","200","360도다방면","30","-","051-749-6051","35.160054","129.175205","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반송로906번길 17","부산광역시 해운대구 반송동 345-2","다목적","2","200","360도다방면","30","-","051-749-6051","35.231119","129.153365","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반송로911번길 67","부산광역시 해운대구 반송동 417","다목적","2","200","360도다방면","30","-","051-749-6051","35.234782","129.153154","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로81번가길 76","부산광역시 해운대구 재송동 1026-10","다목적","2","200","360도다방면","30","-","051-749-6051","35.192110","129.123201","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로469번길 42","부산광역시 해운대구 우동 1025-11","다목적","3","200","360도다방면","30","-","051-749-6051","35.165021","129.143899","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로270번길 57-49","부산광역시 해운대구 반여동1577","다목적","2","200","360도다방면","30","-","051-749-6051","35.2017327301","129.1349745677","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 송정중앙로9번길 164","부산광역시 해운대구 송정동 167","다목적","3","200","360도다방면","30","-","051-749-6051","35.1900028228","129.2065675208","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반여로27번길 22-21","부산광역시 해운대구 반여동 1338","다목적","1","200","360도다방면","30","-","051-749-6051","35.195667","129.119772","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로207번나길 23","부산광역시 해운대구 반여동 766-1","다목적","1","200","360도다방면","30","-","051-749-6051","35.210338","129.123017","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반송로 616번길21","부산광역시 해운대구 반여동 산 12-3","다목적","1","200","360도다방면","30","-","051-749-6051","35.219258","129.130092","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로 49번길 30-14","부산광역시 해운대구 반송동 250-760","다목적","1","200","360도다방면","30","-","051-749-6051","35.223430","129.151400","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로 60번길 63","부산광역시 해운대구 반송동 250-2632","다목적","1","200","360도다방면","30","-","051-749-6051","35.221455","129.149345","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로150","부산광역시 해운대구 재송동 1145-1","다목적","3","200","360도다방면","30","-","051-749-6051","35.191411","129.128181","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재송2로89번길 17","부산광역시 해운대구 재송동 1167-2","다목적","2","200","360도다방면","30","-","051-749-6051","35.193581","129.133446","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재송2로74번길 17","부산광역시 해운대구 재송동 1162-10","다목적","2","200","360도다방면","30","-","051-749-6051","35.191851","129.133236","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재송2로26","부산광역시 해운대구 재송동 1148-15","다목적","2","200","360도다방면","30","-","051-749-6051","35.192169","129.130047","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로181-2","부산광역시 해운대구 반여동 871-4","다목적","2","200","360도다방면","30","-","051-749-6051","35.209039","129.123792","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로208번길 98-11","부산광역시 해운대구 반여동 242","다목적","1","200","360도다방면","30","-","051-749-6051","35.212236","129.130213","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로208번가길 32","부산광역시 해운대구 반여동 147-2","다목적","1","200","360도다방면","30","-","051-749-6051","35.211327","129.129284","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반여로155번길 37","부산광역시 해운대구 반여동 1016-7","다목적","3","200","360도다방면","30","-","051-749-6051","35.206044","129.123976","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 수영강변대로 626","부산광역시 해운대구 석대동591-6","다목적","3","200","360도다방면","30","-","051-749-6051","35.220230","129.117770","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 선수촌로 124","부산광역시 해운대구 반여동 1631","다목적","2","200","360도다방면","30","-","051-749-6051","35.203751","129.122480","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로241번길 36-46","부산광역시 해운대구 반여동 1613-33","다목적","2","200","360도다방면","30","-","051-749-6051","35.1995741953","129.1294156425","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 재반로255번길 8-26","부산광역시 해운대구 반여동 1603-18","다목적","2","200","360도다방면","30","-","051-749-6051","35.2004626552","129.1311602871","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 명장로67번길 123","부산광역시 해운대구 반여동 1183-5","다목적","2","200","360도다방면","30","-","051-749-6051","35.204463","129.116206","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 반송로617번길 7","부산광역시 해운대구 석대동 232-1","다목적","3","200","360도다방면","30","-","051-749-6051","35.2203231854","129.1295579893","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로49번길 42-7","부산광역시 해운대구 반송동 250-679","다목적","2","200","360도다방면","30","-","051-749-6051","35.2238969898","129.1516719775","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로59번길 22","부산광역시 해운대구 반송동 250-1509","다목적","2","200","360도다방면","30","-","051-749-6051","35.222957","129.151611","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로39번길 40","부산광역시 해운대구 반송동 250-316","다목적","2","200","360도다방면","30","-","051-749-6051","35.224639","129.150740","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로50번길 39","부산광역시 해운대구 반송동 250-1019","다목적","3","200","360도다방면","30","-","051-749-6051","35.2225956513","129.1492436363","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 아랫반송로21번길 34","부산광역시 해운대구 반송동 257-1","다목적","2","200","360도다방면","30","-","051-749-6051","35.2261845170","129.1487057450","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 좌동순환로 466번길 19-1","부산광역시 해운대구 중동 797-3","다목적","2","200","360도다방면","30","-","051-749-6051","35.1624803854","129.1729869449","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 구남로 14","부산광역시 해운대구 우동 541-1","다목적","3","200","360도다방면","30","-","051-749-6051","35.1624880875","129.1594591408","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 우동2로 28","부산광역시 해운대구 우동 443-1","다목적","3","200","360도다방면","30","-","051-749-6051","35.167134","129.159825","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대해변로265번길 13-7","부산광역시 해운대구 우동 1378","다목적","1","200","360도다방면","30","-","051-749-6051","35.160640","129.160787","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대로383번길 70","부산광역시 해운대구 우동 1105-3","다목적","2","200","360도다방면","30","-","051-749-6051","35.170605","129.140303","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 마린시티3로 51","부산광역시 해운대구 우동 1436-1","다목적","2","200","360도다방면","30","-","051-749-6051","35.170605","129.140303","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 좌동순환로 433번길 13","부산광역시 해운대구 중동 1521-6","다목적","2","200","360도다방면","30","-","051-749-6051","35.161408","129.174814","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 달맞이길117번 나길 15-13","부산광역시 해운대구 중동 1499-17","다목적","2","200","360도다방면","30","-","051-749-6051","35.158243","129.179744","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 청사포로 58번길 58","부산광역시 해운대구 중동 661-3","다목적","2","200","360도다방면","30","-","051-749-6051","35.161386","129.188165","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 대천로92-16","부산광역시 해운대구 좌동 861-2","다목적","1","200","360도다방면","30","-","051-749-6051","35.173634","129.173261","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 해운대해변로 266","부산광역시 해운대구 중동 1411-14","다목적","3","200","360도다방면","30","-","051-749-6051","35.159200","129.161900","2020-01-17","3330000","-"
"부산광역시 해운대구청","부산광역시 해운대구 중동 1361-1","부산광역시 해운대구 중동 1361-1","다목적","2","200","360도다방면","30","-","051-749-6051","35.165420","129.164300","2020-01-17","3330000","-"
"부산광역시 중구청","부산광역시 중구 샘길 25","부산광역시 중구 동광동5가 16-233","다목적","3","200","360도 전방면","30","2016-05","051-600-4172","35.10688747","129.0333984","2020-06-25","3250000","-"
"부산광역시 중구청","부산광역시 중구 동광길 74","부산광역시 중구 중앙동4가 52-22","다목적","3","200","360도 전방면","30","2016-05","051-600-4172","35.10599481","129.0350387","2020-06-25","3250000","-"
